tau,DC,PAR,ELN,FARC,iota,iota_post,alpha,gamma,alpha_R,gamma_R,alpha_N,gamma_N,Delta_H,V,d,a_S,a_S_t,a_F,a_F_t,a_K,a_K_t,match_S,match_F,match_K,U_rel,IR_K,IC_K,IR_F,Gamma_formal,IR_K_gap_E,IC_K_gap_E_min,IR_F_gap_E,IR_K_true,IR_K_true_gap,IR_K_true_U_rel,IR_K_true_V_cont,IR_K_true_U_kill,IC_F,IC_S,m,kh(DC),kh(PAR),kh(ELN),kh(FARC)
186,1,7.950271067907328e-27,3.5477659322136925e-19,6.802878087935295e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
187,1,6.990763078611276e-27,3.480745215717801e-19,5.400200817368021e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.5407439555097887e-33,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
188,1,6.147056874393891e-27,3.414990585126517e-19,4.286739890226829e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.0814879110195774e-33,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
189,1,5.4051764867619416e-27,3.350478122857313e-19,3.402862135674833e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.5407439555097887e-33,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
190,1,9.984647505954205e-28,9.574484374679676e-20,1.5099819368159556e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
191,1,8.779613241029486e-28,9.393613140463456e-20,1.1986405730047873e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,7.703719777548943e-34,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
192,1,7.7200130115854105e-28,9.216158738118978e-20,9.514943114371583e-69,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
193,1,6.788294570941669e-28,9.042056620400294e-20,7.553068410055033e-69,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.851859888774472e-34,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
194,1,5.969024030493542e-28,8.87124345942112e-20,5.995710297080326e-69,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
195,1,2.0362352333315847e-28,3.740391954906242e-20,1.544314611064981e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.925929944387236e-34,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
196,1,1.7904846220908484e-28,3.6697323472593344e-20,1.2258942343442169e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
197,1,1.5743933360285605e-28,3.600407567676707e-20,9.731285730451196e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
198,1,1.8998776692206226e-29,6.516045603667036e-21,1.0561780466986437e-72,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
199,1,6.029696174692286e-30,2.813334789257101e-21,1.484782192588293e-73,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
200,1,5.301979898954286e-30,2.76018818462719e-21,1.1786367338036953e-73,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
