tau,DC,PAR,ELN,FARC,iota,iota_post,alpha,gamma,alpha_R,gamma_R,alpha_N,gamma_N,Delta_H,V,d,a_S,a_S_t,a_F,a_F_t,a_K,a_K_t,match_S,match_F,match_K,U_rel,IR_K,IC_K,IR_F,Gamma_formal,IR_K_gap_E,IC_K_gap_E_min,IR_F_gap_E,IR_K_true,IR_K_true_gap,IR_K_true_U_rel,IR_K_true_V_cont,IR_K_true_U_kill,IC_F,IC_S,m,kh(DC),kh(PAR),kh(ELN),kh(FARC)
109,0.9999999999949767,4.517014668547726e-16,5.0228683373291196e-12,5.8734116773534155e-40,0.9999999999949767,0.9999999999950717,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.166980180888249e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000039435,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
110,0.9999999999950715,3.971861978127972e-16,4.927981515238065e-12,4.662379970770907e-40,0.9999999999950715,0.9999999999951648,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.051163145900056e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000003869,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
111,0.9999999999951648,3.4925030647223237e-16,4.834887196633433e-12,3.701049438720909e-40,0.9999999999951648,0.9999999999964263,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.936456892114088e-13,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000037957,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
112,0.9999999999964261,1.903874784713204e-16,3.5736222792800114e-12,4.5235983690775396e-41,0.9999999999964261,0.9999999999964936,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.387601175600804e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000028052,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
113,0.9999999999964937,1.6740985857701453e-16,3.5061131114774053e-12,3.5908830489644936e-41,0.9999999999964937,0.9999999999965599,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.3044981307590304e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000027526,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
114,0.99999999999656,1.4720537807321061e-16,3.4398792568951717e-12,2.850483181593767e-41,0.99999999999656,0.9999999999966249,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.223436153954654e-13,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000027004,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
115,0.999999999996625,1.2943935033376868e-16,3.3748966236379e-12,2.262745474512739e-41,0.999999999996625,0.9999999999966885,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.142889857674812e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000026496,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
116,0.9999999999966888,1.1381748163097296e-16,3.3111415749292915e-12,1.7961927000618755e-41,0.9999999999966888,0.9999999999967514,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.0649385620197286e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000025995,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
117,0.9999999999967514,1.0008099616857586e-16,3.2485909205145272e-12,1.4258378823850357e-41,0.9999999999967514,0.9999999999986341,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.987950285136159e-13,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000025505,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
118,0.9999999999986341,3.675417340261984e-17,1.3659699631817748e-12,1.4676878535136355e-42,0.9999999999986341,0.9999999999986598,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.6766535877561321e-13,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000010722,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
119,0.9999999999986598,3.2318359489036864e-17,1.3401654745561507e-12,1.1650670559923523e-42,0.9999999999986598,0.9999999999986852,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.6454457458587316e-13,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000010523,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
120,0.9999999999986852,2.8417898251200184e-17,1.3148484575815709e-12,9.248432776145993e-43,0.9999999999986852,0.9999999999987099,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.6137189509060192e-13,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000001032,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
121,0.99999999999871,2.498817866326151e-17,1.2900097034489008e-12,7.341509518697858e-43,0.99999999999871,0.9999999999994881,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.5836523158810415e-13,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000010125,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
122,0.9999999999994881,8.171288002638685e-18,5.119119420755556e-13,1.4157286048219218e-44,0.9999999999994881,0.9999999999994978,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.287788973896489e-14,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000004018,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
123,0.9999999999994978,7.185105763768937e-18,5.022414322966645e-13,1.1238212224454351e-44,0.9999999999994978,0.9999999999997976,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.157849081873562e-14,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000003943,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
124,0.9999999999997976,2.178026091067604e-18,2.0249738504833332e-13,9.049753959713587e-46,0.9999999999997976,0.9999999999999016,0.78,0.8,0.78,0.8,0.53999989,0.25000002,2.4773029184037294e-14,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000000159,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
125,0.9999999999999017,6.54580515339703e-19,9.825247162283662e-14,6.971190269218273e-47,0.9999999999999017,0.9999999999999036,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.2098735067406815e-14,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000774,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
126,0.9999999999999036,5.755800348854832e-19,9.639638777416366e-14,5.533808911940429e-47,0.9999999999999036,0.9999999999999317,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.181509950229601e-14,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000756,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
127,0.9999999999999315,2.7518648078513218e-19,6.841246128540218e-14,8.340732749617852e-48,0.9999999999999315,0.9999999999999436,0.78,0.8,0.78,0.8,0.53999989,0.25000002,8.369094195412905e-15,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000536,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
128,0.9999999999999436,1.9224076461531323e-19,5.6371860304228257e-14,2.05613239398865e-48,0.9999999999999436,0.9999999999999739,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.946071886085896e-15,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000000044,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
129,0.9999999999999739,5.908484973133561e-20,2.618660331751798e-14,1.3631916734323454e-49,0.9999999999999739,0.999999999999982,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.169695879943125e-15,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000206,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
130,0.999999999999982,3.416665698323451e-20,1.809398102235837e-14,3.6531070137259425e-50,0.999999999999982,0.9999999999999823,0.78,0.8,0.78,0.8,0.53999989,0.25000002,2.11556468791156e-15,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000142,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
131,0.9999999999999823,3.0043127098161e-20,1.7752168288499453e-14,2.8998772617198387e-50,0.9999999999999823,0.999999999999992,0.78,0.8,0.78,0.8,0.53999989,0.25000002,2.076497550087548e-15,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000142,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
132,0.999999999999992,1.0569118243279352e-20,7.948330880344564e-15,6.783261949459565e-51,0.999999999999992,0.9999999999999921,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.086949844400637e-15,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000064,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
133,0.9999999999999922,9.293544956831585e-21,7.79817925232701e-15,5.384629306948323e-51,0.9999999999999922,0.9999999999999925,0.78,0.8,0.78,0.8,0.53999989,0.25000002,9.061547610439445e-16,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000064,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
134,0.9999999999999925,8.171918969642558e-21,7.65086413322381e-15,4.274379050857205e-51,0.9999999999999925,0.9999999999999926,0.78,0.8,0.78,0.8,0.53999989,0.25000002,8.336945657014815e-16,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000064,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
135,0.9999999999999926,7.185660580176614e-21,7.50633193864878e-15,3.39304996294377e-51,0.9999999999999926,0.9999999999999927,0.78,0.8,0.78,0.8,0.53999989,0.25000002,8.687086306882915e-16,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000000006,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
136,0.9999999999999927,6.3184324471786295e-21,7.364530096476422e-15,2.693441062210869e-51,0.9999999999999927,0.9999999999999928,0.78,0.8,0.78,0.8,0.53999989,0.25000002,8.503732033823451e-16,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000000006,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
137,0.9999999999999928,5.5558689620959655e-21,7.22540702771934e-15,2.1380836812994017e-51,0.9999999999999928,0.9999999999999957,0.78,0.8,0.78,0.8,0.53999989,0.25000002,8.893774402521278e-16,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000057,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
138,0.9999999999999957,2.2635223989498475e-21,4.286592501138307e-15,1.1148118964558373e-52,0.9999999999999957,0.9999999999999967,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.375622770281413e-16,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
139,0.9999999999999967,1.37922725905722e-21,3.4144900348032955e-15,2.0832479773508677e-53,0.9999999999999967,0.9999999999999966,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.102551747126587e-16,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000028,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
140,0.9999999999999967,1.2127700951672551e-21,3.3499870284119453e-15,1.6537055764709214e-53,0.9999999999999967,0.9999999999999993,0.78,0.8,0.78,0.8,0.53999989,0.25000002,4.1389261482284277e-16,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000028,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
141,0.9999999999999993,1.7167957424341373e-22,6.274801163797335e-16,1.7754982688033683e-55,0.9999999999999993,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.578152629393519e-17,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
142,0.9999999999999994,1.5095978724766548e-22,6.156264124459868e-16,1.4094104110775674e-55,0.9999999999999994,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
143,0.9999999999999994,1.327406446939898e-22,6.039966363998033e-16,1.118805769488379e-55,0.9999999999999994,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
144,0.9999999999999994,1.167203470210808e-22,5.925865580276474e-16,8.881205502685866e-56,0.9999999999999994,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
145,0.9999999999999994,1.0263351846850245e-22,5.813920270287928e-16,7.050000396137301e-56,0.9999999999999994,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
146,0.9999999999999994,9.024681113501109e-23,5.704089715056921e-16,5.596369273349773e-56,0.9999999999999994,0.9999999999999993,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
147,0.9999999999999994,7.935503957742472e-23,5.59633396482866e-16,4.442460607641009e-56,0.9999999999999994,0.9999999999999996,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.2017041811809885e-18,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
148,0.9999999999999997,4.1798860272809875e-23,3.4981198877490897e-16,6.056883119551882e-57,0.9999999999999997,0.9999999999999997,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.473824929460193e-18,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
149,0.9999999999999997,3.675420958949837e-23,3.432037032863795e-16,4.808021656438914e-57,0.9999999999999997,0.9999999999999996,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.438014986647334e-17,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
150,0.9999999999999997,3.231839130856674e-23,3.367202546773717e-16,3.8166614399678095e-57,0.9999999999999997,0.9999999999999994,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.667525274986423e-17,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
151,0.9999999999999994,4.198549906886028e-23,5.20353385947892e-16,2.8196798004543864e-57,0.9999999999999994,0.9999999999999996,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.277813785752335e-17,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
152,0.9999999999999996,2.6315756220297554e-23,4.136883854990707e-16,3.974440097538055e-58,0.9999999999999996,0.9999999999999999,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.908713080538958e-17,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
153,0.9999999999999999,8.166182431790737e-24,1.4348274844814167e-16,1.614574264543478e-59,0.9999999999999999,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,3.3555322682402934e-18,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
154,1,4.009931423528377e-24,8.564692956216889e-17,1.2935343238394022e-60,1,0.9999999999999999,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
155,0.9999999999999999,3.525977957723151e-24,8.402897654762263e-17,1.0268220336447651e-60,0.9999999999999999,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.708287266744126e-17,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
156,1,3.10043221322973e-24,8.244158822431123e-17,8.151028305525468e-61,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
157,1,2.726245037288845e-24,8.088418719577016e-17,6.470377559161571e-61,1,0.9999999999999999,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.180000000000003,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
158,0.9999999999999999,2.397218030320905e-24,7.935620697311048e-17,5.136258173673796e-61,0.9999999999999999,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,5.707668178032884e-17,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
159,1,9.632916393108209e-25,4.25694471336523e-17,4.806508026013687e-62,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
160,1,1.9813387399066252e-25,1.269657429860556e-17,1.6515114942207455e-63,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
161,1,1.250117746371946e-25,1.0147613617278686e-17,3.586368157500583e-64,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
162,1,5.0550889407032307e-26,5.871048730622488e-18,3.566972930376567e-65,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
163,1,4.444996758464773e-26,5.760138963736292e-18,2.831503061668913e-65,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
164,1,3.908535816980845e-26,5.6513243892007554e-18,2.2476788427418838e-65,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
165,1,6.426405761863076e-27,1.494357551369501e-18,3.6385898723265285e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
166,1,5.650811116309831e-27,1.4661276975100788e-18,2.8883533922872818e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
167,1,4.968821990934085e-27,1.4384311327876468e-18,2.2928072719015094e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
168,1,2.5510892292333944e-27,1.1558435906300858e-18,4.397886608579865e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.162975822039155e-33,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
169,1,2.2432015514487355e-27,1.1340085916247046e-18,3.491091645529244e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.232595164407831e-32,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
170,1,1.972472441481054e-27,1.1125860767871035e-18,2.7712676478986483e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
171,1,1.7344172795750427e-27,1.0915682538939522e-18,2.199863296663884e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,rescue,-1,-1,-1,-1
172,1,5.270471447749287e-27,1.3561765372751161e-18,1.4895571392057778e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
173,1,4.634385027767222e-27,1.3305570559001483e-18,1.1824271399073063e-67,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
174,1,3.8180771620871935e-27,1.1182648761638097e-18,2.36331361122072e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
175,1,3.357278340326295e-27,1.0971397752792869e-18,1.8760248133278755e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
