tau,DC,PAR,ELN,FARC,iota,iota_post,alpha,gamma,alpha_R,gamma_R,alpha_N,gamma_N,Delta_H,V,d,a_S,a_S_t,a_F,a_F_t,a_K,a_K_t,match_S,match_F,match_K,U_rel,IR_K,IC_K,IR_F,Gamma_formal,IR_K_gap_E,IC_K_gap_E_min,IR_F_gap_E,IR_K_true,IR_K_true_gap,IR_K_true_U_rel,IR_K_true_V_cont,IR_K_true_U_kill,IC_F,IC_S,m,kh(DC),kh(PAR),kh(ELN),kh(FARC)
176,1,2.9520927356697246e-27,1.0764137479031015e-18,1.489209508002614e-68,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,6.162975822039155e-33,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
177,1,7.851190807079867e-28,3.568199892761536e-19,1.118515005534842e-69,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.5407439555097887e-33,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
178,1,6.903640687022922e-28,3.5007931590641353e-19,8.878897385857582e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.5407439555097887e-33,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
179,1,6.070449172186765e-28,3.4346598035081807e-19,7.048168187148463e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
180,1,1.5318384764825587e-28,1.2674506545309995e-19,8.051367462861419e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,7.703719777548943e-34,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
181,1,1.3469628610548963e-28,1.2435072905625513e-19,6.3912656660690825e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
182,1,1.1843996458603446e-28,1.220016239807305e-19,5.073458266896215e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,rescue,-1,-1,-1,-1
183,1,3.5991018941882183e-28,1.5157617433623366e-19,3.435307090844424e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
184,1,3.1647309158571438e-28,1.4871275436946551e-19,2.7269852436115965e-70,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,7.703719777548943e-34,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
185,1,1.704242009814248e-28,1.2369728780994792e-19,4.814514826930976e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
186,1,9.130381996081712e-29,9.399470468697745e-20,1.2145418860858827e-71,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
187,1,2.3944726281647858e-29,3.470731522709218e-20,6.111712320520027e-73,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.925929944387236e-34,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
188,1,2.1054868065178797e-29,3.4051660604263935e-20,4.8515456902458577e-73,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.925929944387236e-34,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
189,1,5.396219637865349e-30,1.3165969633426104e-20,2.6121490348343423e-74,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
190,1,4.67549089479069e-31,1.6512954937069592e-21,2.4791010609700737e-76,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.2037062152420224e-35,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
191,1,4.111211912462424e-31,1.6201009309175194e-21,1.9679381877401445e-76,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.2037062152420224e-35,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
192,1,5.341403395029778e-31,2.146473884423035e-21,1.3104358150798373e-76,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
193,1,4.6967562895653406e-31,2.105924924761543e-21,1.0402386266854673e-76,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
194,1,2.61721566130304e-31,1.7365323829080967e-21,2.4128256890534108e-77,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,1.2037062152420224e-35,1,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
195,1,5.596269475731214e-32,4.926648741955018e-22,4.361033768116048e-79,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
196,1,4.920862910803721e-32,4.833579600721291e-22,3.461837448023047e-79,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,1,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
197,1,1.813792876704095e-32,2.238547039036591e-22,3.465924398145806e-80,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
198,1,1.5948885473723478e-32,2.1962587287780917e-22,2.7512896050564614e-80,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,0,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
199,1,1.4024034999859889e-32,2.154769285442348e-22,2.1840045025048172e-80,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,continue,-1,-1,-1,-1
200,1,1.2331492253883436e-32,2.1140636176635339e-22,1.7336872345953663e-80,1,1,0.78,0.8,0.78,0.8,0.53999989,0.25000002,0,0,1,rescue,rescue,Cooperar,Cooperar,Liberar,Liberar,true,true,true,-2.37,true,true,true,true,16.18,0,20000002.599999998,true,16.18,-2.37,-693932.47,-18.55,true,true,rescue,-1,-1,-1,-1
